IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.245.9.228,2096,true,HKG,Asia Pacific,Hong Kong,203 ms,1688 kB/s
141.144.198.69,443,true,FRA,Europe,Frankfurt,266 ms,1671 kB/s
131.186.34.244,2096,true,SIN,Asia Pacific,Singapore,194 ms,1648 kB/s
132.145.54.84,8443,true,LHR,Europe,London,255 ms,1582 kB/s
132.145.120.118,8443,true,NRT,Asia Pacific,Tokyo,116 ms,1571 kB/s
141.145.206.16,8443,true,CDG,Europe,Paris,256 ms,1565 kB/s
131.186.63.184,2096,true,HKG,Asia Pacific,Hong Kong,173 ms,1558 kB/s
47.245.6.9,2083,true,HKG,Asia Pacific,Hong Kong,203 ms,1553 kB/s
158.101.159.212,2096,true,HKG,Asia Pacific,Hong Kong,179 ms,1541 kB/s
131.186.63.35,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,1533 kB/s
152.70.106.195,2053,true,SIN,Asia Pacific,Singapore,196 ms,1480 kB/s
141.147.178.135,2096,true,HKG,Asia Pacific,Hong Kong,180 ms,1423 kB/s
143.47.243.144,8443,true,LHR,Europe,London,258 ms,1410 kB/s
138.2.6.15,8443,true,HKG,Asia Pacific,Hong Kong,172 ms,1401 kB/s
132.145.54.84,2053,true,LHR,Europe,London,269 ms,1397 kB/s
168.138.217.146,2087,true,HKG,Asia Pacific,Hong Kong,178 ms,1385 kB/s
158.101.65.24,2053,true,SIN,Asia Pacific,Singapore,192 ms,1354 kB/s
47.245.6.9,2096,true,HKG,Asia Pacific,Hong Kong,199 ms,1336 kB/s
150.230.104.197,2087,true,SIN,Asia Pacific,Singapore,195 ms,1303 kB/s
8.209.242.25,2053,true,SIN,Asia Pacific,Singapore,209 ms,1298 kB/s
138.2.6.15,2053,true,HKG,Asia Pacific,Hong Kong,174 ms,1270 kB/s
132.145.125.86,2087,true,HKG,Asia Pacific,Hong Kong,179 ms,1218 kB/s
193.123.74.12,8443,true,MXP,Europe,Milan,127 ms,1214 kB/s
138.3.212.162,2083,true,HKG,Asia Pacific,Hong Kong,170 ms,1190 kB/s
158.101.140.252,2083,true,SIN,Asia Pacific,Singapore,188 ms,1178 kB/s
168.138.196.237,8443,true,HKG,Asia Pacific,Hong Kong,182 ms,1165 kB/s
141.147.174.7,2096,true,HKG,Asia Pacific,Hong Kong,172 ms,1161 kB/s
131.186.59.94,2053,true,HKG,Asia Pacific,Hong Kong,178 ms,1112 kB/s
150.230.104.197,2053,true,SIN,Asia Pacific,Singapore,189 ms,1111 kB/s
47.236.113.184,443,true,SIN,Asia Pacific,Singapore,203 ms,1073 kB/s
131.186.38.135,2053,true,SIN,Asia Pacific,Singapore,188 ms,1048 kB/s
141.147.168.159,2087,true,HKG,Asia Pacific,Hong Kong,169 ms,1011 kB/s
8.209.246.24,2096,true,HKG,Asia Pacific,Hong Kong,208 ms,996 kB/s
141.147.189.242,2083,true,HKG,Asia Pacific,Hong Kong,172 ms,987 kB/s
47.245.9.228,2087,true,HKG,Asia Pacific,Hong Kong,205 ms,895 kB/s
132.145.125.86,8443,true,SIN,Asia Pacific,Singapore,195 ms,890 kB/s
158.101.142.200,8443,true,NRT,Asia Pacific,Tokyo,114 ms,879 kB/s
131.186.36.248,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,860 kB/s
141.147.162.204,2087,true,SIN,Asia Pacific,Singapore,203 ms,854 kB/s
152.70.104.69,2083,true,SIN,Asia Pacific,Singapore,196 ms,812 kB/s
131.186.43.107,2096,true,HKG,Asia Pacific,Hong Kong,176 ms,776 kB/s
131.186.38.135,8443,true,SIN,Asia Pacific,Singapore,191 ms,760 kB/s
47.245.59.133,2053,true,HKG,Asia Pacific,Hong Kong,200 ms,738 kB/s
138.3.218.124,443,true,NRT,Asia Pacific,Tokyo,111 ms,716 kB/s
138.2.21.31,2083,true,SIN,Asia Pacific,Singapore,191 ms,687 kB/s
131.186.45.88,2053,true,HKG,Asia Pacific,Hong Kong,281 ms,662 kB/s
131.186.41.82,8443,true,NRT,Asia Pacific,Tokyo,114 ms,569 kB/s
49.51.46.56,443,true,SJC,North America,San Jose,161 ms,564 kB/s
47.245.33.158,2096,true,NRT,Asia Pacific,Tokyo,121 ms,556 kB/s
131.186.35.189,2096,true,NRT,Asia Pacific,Tokyo,111 ms,553 kB/s
47.245.39.28,2096,true,NRT,Asia Pacific,Tokyo,118 ms,530 kB/s
47.245.59.243,2096,true,NRT,Asia Pacific,Tokyo,130 ms,525 kB/s
131.186.34.11,2087,true,SIN,Asia Pacific,Singapore,196 ms,524 kB/s
131.186.34.244,2083,true,HKG,Asia Pacific,Hong Kong,283 ms,522 kB/s
131.186.43.107,2053,true,SIN,Asia Pacific,Singapore,199 ms,517 kB/s
140.83.35.10,8443,true,NRT,Asia Pacific,Tokyo,115 ms,510 kB/s
132.145.123.14,2087,true,NRT,Asia Pacific,Tokyo,116 ms,509 kB/s
131.186.46.75,2096,true,NRT,Asia Pacific,Tokyo,117 ms,502 kB/s
141.147.179.64,2087,true,NRT,Asia Pacific,Tokyo,114 ms,495 kB/s
168.138.206.109,2087,true,NRT,Asia Pacific,Tokyo,117 ms,486 kB/s
144.21.32.193,2053,true,AMS,Europe,Amsterdam,279 ms,470 kB/s
8.222.156.206,443,true,SIN,Asia Pacific,Singapore,202 ms,451 kB/s
8.209.215.247,2053,true,NRT,Asia Pacific,Tokyo,119 ms,438 kB/s
140.238.60.71,2053,true,NRT,Asia Pacific,Tokyo,113 ms,437 kB/s
158.101.137.96,2083,true,NRT,Asia Pacific,Tokyo,120 ms,432 kB/s
131.186.58.151,2053,true,NRT,Asia Pacific,Tokyo,116 ms,428 kB/s
131.186.37.69,8443,true,NRT,Asia Pacific,Tokyo,112 ms,422 kB/s
8.209.215.247,2096,true,NRT,Asia Pacific,Tokyo,119 ms,418 kB/s
132.145.123.14,2083,true,NRT,Asia Pacific,Tokyo,113 ms,412 kB/s
47.245.10.77,2096,true,SIN,Asia Pacific,Singapore,207 ms,406 kB/s
47.74.46.84,8443,true,SIN,Asia Pacific,Singapore,200 ms,403 kB/s
47.245.59.243,2087,true,NRT,Asia Pacific,Tokyo,115 ms,394 kB/s
150.230.219.168,2087,true,HKG,Asia Pacific,Hong Kong,175 ms,385 kB/s
47.245.107.174,2053,true,SIN,Asia Pacific,Singapore,207 ms,378 kB/s
131.186.58.151,2087,true,NRT,Asia Pacific,Tokyo,113 ms,368 kB/s
141.147.179.64,2083,true,NRT,Asia Pacific,Tokyo,114 ms,368 kB/s
141.147.162.204,2083,true,SIN,Asia Pacific,Singapore,194 ms,362 kB/s
158.101.159.212,2083,true,SIN,Asia Pacific,Singapore,202 ms,361 kB/s
47.57.245.232,443,true,SJC,North America,San Jose,12 ms,346 kB/s
140.238.50.99,2053,true,NRT,Asia Pacific,Tokyo,118 ms,344 kB/s
140.238.50.99,2087,true,NRT,Asia Pacific,Tokyo,117 ms,341 kB/s
131.186.60.162,8443,true,HKG,Asia Pacific,Hong Kong,169 ms,336 kB/s
8.222.169.182,2083,true,SIN,Asia Pacific,Singapore,226 ms,333 kB/s
168.138.217.146,2053,true,HKG,Asia Pacific,Hong Kong,177 ms,331 kB/s
141.147.178.202,2096,true,HKG,Asia Pacific,Hong Kong,190 ms,327 kB/s
131.186.38.135,2087,true,HKG,Asia Pacific,Hong Kong,172 ms,324 kB/s
132.145.123.14,2096,true,NRT,Asia Pacific,Tokyo,117 ms,323 kB/s
140.238.33.94,8443,true,NRT,Asia Pacific,Tokyo,116 ms,323 kB/s
47.245.39.28,2083,true,NRT,Asia Pacific,Tokyo,120 ms,323 kB/s
47.74.51.35,2053,true,NRT,Asia Pacific,Tokyo,118 ms,320 kB/s
141.147.169.131,2083,true,NRT,Asia Pacific,Tokyo,122 ms,320 kB/s
131.186.46.75,2087,true,NRT,Asia Pacific,Tokyo,120 ms,317 kB/s
131.186.41.82,2053,true,NRT,Asia Pacific,Tokyo,113 ms,316 kB/s
47.91.19.249,2053,true,HKG,Asia Pacific,Hong Kong,174 ms,314 kB/s
204.216.105.106,8443,true,YYZ,North America,Toronto,228 ms,308 kB/s
140.238.33.94,2087,true,NRT,Asia Pacific,Tokyo,122 ms,307 kB/s
132.145.120.118,2053,true,NRT,Asia Pacific,Tokyo,117 ms,307 kB/s
141.147.175.230,8443,true,SIN,Asia Pacific,Singapore,185 ms,304 kB/s
131.186.62.26,2083,true,HKG,Asia Pacific,Hong Kong,172 ms,298 kB/s
132.145.120.115,8443,true,SIN,Asia Pacific,Singapore,191 ms,295 kB/s
47.245.10.123,2096,true,SIN,Asia Pacific,Singapore,205 ms,294 kB/s
131.186.41.82,2096,true,NRT,Asia Pacific,Tokyo,117 ms,292 kB/s
131.186.59.232,2087,true,HKG,Asia Pacific,Hong Kong,188 ms,288 kB/s
131.186.36.248,8443,true,HKG,Asia Pacific,Hong Kong,169 ms,285 kB/s
141.147.179.64,2096,true,NRT,Asia Pacific,Tokyo,117 ms,284 kB/s
131.186.44.38,2053,true,HKG,Asia Pacific,Hong Kong,175 ms,284 kB/s
132.145.125.165,2053,true,NRT,Asia Pacific,Tokyo,113 ms,278 kB/s
131.186.47.255,2087,true,HKG,Asia Pacific,Hong Kong,281 ms,273 kB/s
47.245.15.207,2053,true,SIN,Asia Pacific,Singapore,214 ms,273 kB/s
131.186.59.232,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,272 kB/s
47.245.15.207,8443,true,SIN,Asia Pacific,Singapore,202 ms,268 kB/s
47.245.59.244,2087,true,HKG,Asia Pacific,Hong Kong,201 ms,267 kB/s
141.147.186.210,2096,true,SIN,Asia Pacific,Singapore,197 ms,266 kB/s
131.186.63.184,8443,true,SIN,Asia Pacific,Singapore,188 ms,265 kB/s
131.186.47.223,2053,true,HKG,Asia Pacific,Hong Kong,175 ms,264 kB/s
131.186.62.26,2053,true,SIN,Asia Pacific,Singapore,187 ms,263 kB/s
47.245.15.207,2087,true,HKG,Asia Pacific,Hong Kong,200 ms,263 kB/s
150.230.201.39,8443,true,NRT,Asia Pacific,Tokyo,117 ms,259 kB/s
132.145.120.118,2096,true,NRT,Asia Pacific,Tokyo,120 ms,259 kB/s
140.238.32.238,2053,true,SIN,Asia Pacific,Singapore,190 ms,256 kB/s
132.145.125.165,2087,true,NRT,Asia Pacific,Tokyo,116 ms,256 kB/s
140.83.35.10,2087,true,NRT,Asia Pacific,Tokyo,117 ms,256 kB/s
141.147.182.70,2053,true,NRT,Asia Pacific,Tokyo,115 ms,252 kB/s
141.147.168.13,2083,true,HKG,Asia Pacific,Hong Kong,280 ms,250 kB/s
168.138.200.155,2096,true,SIN,Asia Pacific,Singapore,188 ms,249 kB/s
132.145.123.14,8443,true,NRT,Asia Pacific,Tokyo,114 ms,243 kB/s
131.186.63.184,2087,true,SIN,Asia Pacific,Singapore,187 ms,233 kB/s
131.186.58.151,8443,true,NRT,Asia Pacific,Tokyo,117 ms,233 kB/s
141.147.178.135,2087,true,HKG,Asia Pacific,Hong Kong,174 ms,230 kB/s
158.101.155.158,2083,true,HKG,Asia Pacific,Hong Kong,172 ms,230 kB/s
131.186.41.82,2087,true,NRT,Asia Pacific,Tokyo,116 ms,224 kB/s
164.152.17.14,443,true,ORD,North America,Chicago,227 ms,220 kB/s
132.145.117.216,2083,true,SIN,Asia Pacific,Singapore,199 ms,214 kB/s
47.245.59.244,2096,true,HKG,Asia Pacific,Hong Kong,198 ms,213 kB/s
131.186.40.31,8443,true,HKG,Asia Pacific,Hong Kong,175 ms,211 kB/s
152.70.107.26,2087,true,HKG,Asia Pacific,Hong Kong,170 ms,205 kB/s
131.186.34.11,8443,true,HKG,Asia Pacific,Hong Kong,171 ms,203 kB/s
152.70.106.185,2087,true,SIN,Asia Pacific,Singapore,195 ms,202 kB/s
140.238.60.71,8443,true,NRT,Asia Pacific,Tokyo,118 ms,201 kB/s
131.186.61.45,2083,true,SIN,Asia Pacific,Singapore,202 ms,199 kB/s
158.101.155.158,2096,true,HKG,Asia Pacific,Hong Kong,173 ms,199 kB/s
141.147.164.210,443,true,NRT,Asia Pacific,Tokyo,117 ms,198 kB/s
47.245.59.133,2087,true,HKG,Asia Pacific,Hong Kong,203 ms,192 kB/s
47.245.9.228,2053,true,HKG,Asia Pacific,Hong Kong,199 ms,192 kB/s
131.186.37.49,8443,true,KIX,Asia Pacific,Osaka,125 ms,192 kB/s
130.61.109.6,2096,true,FRA,Europe,Frankfurt,281 ms,186 kB/s
131.186.36.248,2096,true,HKG,Asia Pacific,Hong Kong,178 ms,185 kB/s
47.245.10.77,2053,true,SIN,Asia Pacific,Singapore,209 ms,179 kB/s
150.230.192.173,2053,true,HKG,Asia Pacific,Hong Kong,171 ms,175 kB/s
132.145.125.165,2083,true,NRT,Asia Pacific,Tokyo,118 ms,173 kB/s
131.186.40.31,2083,true,HKG,Asia Pacific,Hong Kong,166 ms,173 kB/s
131.186.44.38,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,170 kB/s
152.70.106.195,2096,true,HKG,Asia Pacific,Hong Kong,280 ms,169 kB/s
132.145.120.115,2096,true,HKG,Asia Pacific,Hong Kong,171 ms,169 kB/s
131.186.62.26,2096,true,HKG,Asia Pacific,Hong Kong,280 ms,169 kB/s
158.101.159.212,2087,true,HKG,Asia Pacific,Hong Kong,182 ms,169 kB/s
47.91.19.249,2083,true,HKG,Asia Pacific,Hong Kong,173 ms,163 kB/s
131.186.47.255,8443,true,HKG,Asia Pacific,Hong Kong,176 ms,162 kB/s
131.186.34.11,2083,true,KIX,Asia Pacific,Osaka,130 ms,160 kB/s
132.145.123.238,2083,true,HKG,Asia Pacific,Hong Kong,169 ms,160 kB/s
150.230.104.197,2096,true,SIN,Asia Pacific,Singapore,198 ms,160 kB/s
131.186.37.49,2096,true,SIN,Asia Pacific,Singapore,186 ms,157 kB/s
168.138.192.185,2083,true,SIN,Asia Pacific,Singapore,195 ms,157 kB/s
158.101.140.252,2087,true,SIN,Asia Pacific,Singapore,189 ms,156 kB/s
130.61.109.6,2053,true,FRA,Europe,Frankfurt,265 ms,154 kB/s
47.91.14.62,2087,true,SIN,Asia Pacific,Singapore,187 ms,154 kB/s
150.230.192.173,2083,true,SIN,Asia Pacific,Singapore,194 ms,153 kB/s
152.70.104.69,2053,true,HKG,Asia Pacific,Hong Kong,284 ms,153 kB/s
129.227.139.137,443,true,HKG,Asia Pacific,Hong Kong,15 ms,144 kB/s
47.74.43.24,2096,true,SIN,Asia Pacific,Singapore,207 ms,143 kB/s
132.145.117.216,2053,true,SIN,Asia Pacific,Singapore,194 ms,142 kB/s
47.245.12.179,2087,true,HKG,Asia Pacific,Hong Kong,310 ms,141 kB/s
131.186.40.31,2087,true,HKG,Asia Pacific,Hong Kong,175 ms,141 kB/s
152.70.106.195,2083,true,HKG,Asia Pacific,Hong Kong,175 ms,140 kB/s
131.186.60.162,2087,true,SIN,Asia Pacific,Singapore,189 ms,138 kB/s
168.138.192.185,8443,true,HKG,Asia Pacific,Hong Kong,174 ms,137 kB/s
138.2.19.122,8443,true,SIN,Asia Pacific,Singapore,188 ms,135 kB/s
138.3.212.162,8443,true,SIN,Asia Pacific,Singapore,199 ms,134 kB/s
131.186.37.49,2087,true,SIN,Asia Pacific,Singapore,199 ms,131 kB/s
131.186.37.191,2083,true,HKG,Asia Pacific,Hong Kong,195 ms,131 kB/s
141.147.183.96,2087,true,SIN,Asia Pacific,Singapore,188 ms,131 kB/s
47.245.9.99,2087,true,HKG,Asia Pacific,Hong Kong,206 ms,128 kB/s
131.186.34.11,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,124 kB/s
47.245.30.208,8443,true,SIN,Asia Pacific,Singapore,207 ms,122 kB/s
152.70.106.185,2096,true,SIN,Asia Pacific,Singapore,193 ms,122 kB/s
47.245.37.29,2053,true,SIN,Asia Pacific,Singapore,194 ms,121 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,267 ms,120 kB/s
141.147.168.159,8443,true,HKG,Asia Pacific,Hong Kong,173 ms,119 kB/s
131.186.59.94,2087,true,HKG,Asia Pacific,Hong Kong,170 ms,119 kB/s
150.230.192.173,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,117 kB/s
141.147.174.7,2053,true,HKG,Asia Pacific,Hong Kong,279 ms,115 kB/s
150.230.104.197,2083,true,SIN,Asia Pacific,Singapore,195 ms,113 kB/s
140.238.54.149,2087,true,HKG,Asia Pacific,Hong Kong,178 ms,112 kB/s
131.186.44.38,2083,true,HKG,Asia Pacific,Hong Kong,286 ms,112 kB/s
140.238.32.238,8443,true,SIN,Asia Pacific,Singapore,191 ms,109 kB/s
131.186.34.244,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,105 kB/s
168.138.192.185,2096,true,SIN,Asia Pacific,Singapore,200 ms,102 kB/s
131.186.47.255,2083,true,SIN,Asia Pacific,Singapore,199 ms,96 kB/s
168.138.212.74,2087,true,SIN,Asia Pacific,Singapore,203 ms,93 kB/s
144.21.32.193,2087,true,AMS,Europe,Amsterdam,270 ms,92 kB/s
141.147.40.44,8443,true,FRA,Europe,Frankfurt,254 ms,90 kB/s
47.245.54.140,2083,true,HKG,Asia Pacific,Hong Kong,203 ms,89 kB/s
123.58.212.234,443,true,HKG,Asia Pacific,Hong Kong,13 ms,71 kB/s
131.186.34.244,2087,true,HKG,Asia Pacific,Hong Kong,199 ms,68 kB/s
47.245.30.208,2083,true,SIN,Asia Pacific,Singapore,200 ms,67 kB/s
141.147.162.204,2053,true,SIN,Asia Pacific,Singapore,196 ms,65 kB/s
47.245.37.29,2087,true,HKG,Asia Pacific,Hong Kong,197 ms,64 kB/s
47.245.9.228,8443,true,SIN,Asia Pacific,Singapore,197 ms,61 kB/s
131.186.47.255,2053,true,SIN,Asia Pacific,Singapore,189 ms,61 kB/s
138.2.19.122,2087,true,HKG,Asia Pacific,Hong Kong,171 ms,58 kB/s
47.74.50.249,2053,true,HKG,Asia Pacific,Hong Kong,199 ms,43 kB/s
47.74.46.84,2087,true,HKG,Asia Pacific,Hong Kong,200 ms,42 kB/s
47.243.179.249,2096,true,HKG,Asia Pacific,Hong Kong,22 ms,41 kB/s
47.243.179.249,8443,true,HKG,Asia Pacific,Hong Kong,15 ms,38 kB/s
131.186.45.88,8443,true,HKG,Asia Pacific,Hong Kong,276 ms,38 kB/s
47.243.179.249,2083,true,HKG,Asia Pacific,Hong Kong,20 ms,35 kB/s
152.70.107.26,2096,true,SIN,Asia Pacific,Singapore,203 ms,33 kB/s
132.145.127.203,2053,true,NRT,Asia Pacific,Tokyo,116 ms,28 kB/s
8.222.212.255,443,true,SIN,Asia Pacific,Singapore,212 ms,24 kB/s
8.222.199.55,443,true,SIN,Asia Pacific,Singapore,188 ms,24 kB/s
8.222.156.205,443,true,SIN,Asia Pacific,Singapore,190 ms,22 kB/s
158.101.140.252,8443,true,HKG,Asia Pacific,Hong Kong,175 ms,15 kB/s
140.83.37.200,8443,true,HKG,Asia Pacific,Hong Kong,282 ms,14 kB/s
138.2.11.227,2087,true,NRT,Asia Pacific,Tokyo,115 ms,14 kB/s
138.2.6.248,2083,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
140.238.42.149,2096,true,NRT,Asia Pacific,Tokyo,114 ms,14 kB/s
150.230.213.65,2096,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
132.145.123.6,2083,true,NRT,Asia Pacific,Tokyo,115 ms,14 kB/s
132.145.123.6,2053,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
138.2.26.80,2087,true,NRT,Asia Pacific,Tokyo,113 ms,14 kB/s
138.2.11.227,2096,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.3.222.50,8443,true,NRT,Asia Pacific,Tokyo,119 ms,13 kB/s
138.3.216.181,2087,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
132.226.8.9,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.2.26.80,2096,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
138.2.14.77,2096,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
47.245.59.167,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
150.230.213.65,8443,true,NRT,Asia Pacific,Tokyo,123 ms,13 kB/s
158.101.136.221,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
155.248.162.233,2053,true,NRT,Asia Pacific,Tokyo,120 ms,13 kB/s
132.145.117.33,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
138.2.14.77,8443,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
158.101.136.221,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
155.248.162.233,2087,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
150.230.105.183,8443,true,NRT,Asia Pacific,Tokyo,116 ms,13 kB/s
132.226.0.181,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
138.2.6.248,2053,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
158.101.136.128,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.2.6.248,2096,true,NRT,Asia Pacific,Tokyo,127 ms,13 kB/s
150.230.217.29,2087,true,NRT,Asia Pacific,Tokyo,117 ms,12 kB/s
138.3.222.50,2096,true,NRT,Asia Pacific,Tokyo,118 ms,12 kB/s
132.226.0.181,2083,true,NRT,Asia Pacific,Tokyo,113 ms,12 kB/s
150.230.105.183,2096,true,NRT,Asia Pacific,Tokyo,114 ms,10 kB/s
155.248.177.90,2053,true,NRT,Asia Pacific,Tokyo,116 ms,10 kB/s
138.2.27.113,2096,true,NRT,Asia Pacific,Tokyo,119 ms,10 kB/s
138.3.222.50,2053,true,NRT,Asia Pacific,Tokyo,116 ms,10 kB/s
8.219.102.123,8443,true,SIN,Asia Pacific,Singapore,203 ms,10 kB/s
138.2.6.248,8443,true,NRT,Asia Pacific,Tokyo,115 ms,10 kB/s
8.222.199.55,2083,true,SIN,Asia Pacific,Singapore,208 ms,10 kB/s
47.74.6.55,8443,true,NRT,Asia Pacific,Tokyo,117 ms,10 kB/s
158.101.136.128,8443,true,NRT,Asia Pacific,Tokyo,115 ms,10 kB/s
8.219.56.244,2096,true,SIN,Asia Pacific,Singapore,195 ms,10 kB/s
150.230.217.29,8443,true,NRT,Asia Pacific,Tokyo,118 ms,10 kB/s
8.222.199.55,2053,true,SIN,Asia Pacific,Singapore,202 ms,10 kB/s
8.219.51.227,2087,true,SIN,Asia Pacific,Singapore,203 ms,10 kB/s
8.219.210.214,2083,true,SIN,Asia Pacific,Singapore,199 ms,10 kB/s
8.219.56.244,2087,true,SIN,Asia Pacific,Singapore,213 ms,10 kB/s
8.219.102.123,2053,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.222.171.236,2053,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
132.226.8.9,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.51.227,8443,true,SIN,Asia Pacific,Singapore,205 ms,9 kB/s
138.3.222.50,2087,true,NRT,Asia Pacific,Tokyo,117 ms,9 kB/s
150.230.217.29,2096,true,NRT,Asia Pacific,Tokyo,113 ms,9 kB/s
8.222.171.236,2087,true,SIN,Asia Pacific,Singapore,213 ms,9 kB/s
8.222.171.236,2083,true,SIN,Asia Pacific,Singapore,188 ms,9 kB/s
8.222.145.43,8443,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.219.208.104,2087,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.102.123,2096,true,SIN,Asia Pacific,Singapore,185 ms,9 kB/s
8.219.56.244,8443,true,SIN,Asia Pacific,Singapore,205 ms,9 kB/s
155.248.162.233,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.200.178,2083,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.222.212.255,2087,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.219.56.244,2083,true,SIN,Asia Pacific,Singapore,209 ms,9 kB/s
8.219.110.248,2096,true,SIN,Asia Pacific,Singapore,225 ms,9 kB/s
8.222.212.255,2053,true,SIN,Asia Pacific,Singapore,200 ms,9 kB/s
8.222.156.205,2096,true,SIN,Asia Pacific,Singapore,204 ms,9 kB/s
8.219.153.253,8443,true,SIN,Asia Pacific,Singapore,181 ms,9 kB/s
8.219.123.11,2083,true,SIN,Asia Pacific,Singapore,188 ms,9 kB/s
8.222.199.55,2096,true,SIN,Asia Pacific,Singapore,206 ms,9 kB/s
8.219.123.11,2053,true,SIN,Asia Pacific,Singapore,187 ms,9 kB/s
138.3.222.50,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.222.199.55,2087,true,SIN,Asia Pacific,Singapore,195 ms,9 kB/s
8.219.239.79,2096,true,SIN,Asia Pacific,Singapore,214 ms,9 kB/s
8.219.210.214,2087,true,SIN,Asia Pacific,Singapore,193 ms,9 kB/s
8.219.239.79,2083,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.219.239.79,2053,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.222.212.255,2083,true,SIN,Asia Pacific,Singapore,227 ms,9 kB/s
8.219.208.104,2096,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
8.222.156.205,2053,true,SIN,Asia Pacific,Singapore,226 ms,9 kB/s
8.219.123.11,2087,true,SIN,Asia Pacific,Singapore,222 ms,9 kB/s
8.222.145.43,2083,true,SIN,Asia Pacific,Singapore,184 ms,9 kB/s
8.219.110.248,2083,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
47.245.59.167,2083,true,NRT,Asia Pacific,Tokyo,118 ms,9 kB/s
150.230.105.183,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.51.227,2096,true,SIN,Asia Pacific,Singapore,223 ms,9 kB/s
8.219.102.123,2083,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.210.214,8443,true,SIN,Asia Pacific,Singapore,194 ms,9 kB/s
8.222.199.55,8443,true,SIN,Asia Pacific,Singapore,193 ms,9 kB/s
8.219.210.214,2053,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.153.253,2096,true,SIN,Asia Pacific,Singapore,204 ms,9 kB/s
8.219.208.104,2053,true,SIN,Asia Pacific,Singapore,201 ms,9 kB/s
8.222.145.43,2053,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.219.200.178,2053,true,SIN,Asia Pacific,Singapore,197 ms,9 kB/s
8.219.210.214,2096,true,SIN,Asia Pacific,Singapore,196 ms,9 kB/s
138.2.11.227,2083,true,NRT,Asia Pacific,Tokyo,115 ms,8 kB/s
8.219.153.253,2083,true,SIN,Asia Pacific,Singapore,200 ms,8 kB/s
8.222.156.205,2087,true,SIN,Asia Pacific,Singapore,190 ms,8 kB/s
8.219.208.104,2083,true,SIN,Asia Pacific,Singapore,202 ms,8 kB/s
8.219.200.178,8443,true,SIN,Asia Pacific,Singapore,215 ms,8 kB/s
8.222.145.43,2087,true,SIN,Asia Pacific,Singapore,207 ms,8 kB/s
8.219.51.227,2053,true,SIN,Asia Pacific,Singapore,202 ms,8 kB/s
8.222.156.205,2083,true,SIN,Asia Pacific,Singapore,209 ms,8 kB/s
8.219.56.244,2053,true,SIN,Asia Pacific,Singapore,192 ms,8 kB/s
8.219.110.248,8443,true,SIN,Asia Pacific,Singapore,194 ms,8 kB/s
138.2.108.118,2087,true,SIN,Asia Pacific,Singapore,240 ms,8 kB/s
152.70.102.142,2096,true,NRT,Asia Pacific,Tokyo,115 ms,8 kB/s
8.222.171.236,2096,true,SIN,Asia Pacific,Singapore,187 ms,8 kB/s
